[ADJP] | non-toxic | not toxic 
[NP] | not | no. 25 
[X] | not | plight of 
[X] | no | not far 
[ADJP] | normal | not unusual 
[X] | not | ever , 
[ADJP] | cheesy | not good 
[ADJP] | unreliable | not correct 
[X] | not | has not yet been 
[X] | not | n't been 
[ADVP] | wrongly | not adequately 
[X] | not | quite a 
[X] | before | not less than 
[X] | not | less than 
[X] | not | well , 
[ADJP] | less | not least 
[X] | not | was only 
[X] | not | , instead 
[X] | notice | not find 
[X] | not | not without 
[ADVP] | around | not here 
[ADVP] | n't | not only 
[VP] | not | do n't go 
[X] | not | do n't go 
[X] | not | i wo 
[ADJP] | irrelevant | not true 
[X] | not | a pretty 
[X] | not | nothing is 
[X] | not | n't mean 
[ADJP] | extraneous | not necessary 
[ADJP] | undesirable | not acceptable 
[ADVP] | minimally | not very 
[ADVP] | however | not surprisingly 
[ADJP] | convenient | not difficult 
[ADJP] | infinite | not limited 
[X] | not | were only 
[ADJP] | needless | not appropriate 
[ADVP] | correctly | not well 
[X] | not | gonna be 
[ADVP] | less | not much 
[NP] | less | not much 
[ADVP] | timeframe | not later 
[X] | not | i hear 
[X] | not | oh , my god 
[X] | everything | not a thing 
[X] | not | it just 
[ADVP] | soon | not yet 
[NP] | not | no good 
[X] | not | no good 
[X] | error | not true 
[X] | not | , however 
[ADVP] | adequately | not sufficiently 
[ADJP] | untenable | not impossible 
[X] | not | number of the 
[X] | not | kind of 
[X] | not | of less 
[X] | not | that neither 
[ADVP] | further | not only 
[ADJP] | sure | not least 
[X] | no | not under 
[X] | version | not available 
[ADJP] | wide-ranging | not inconsiderable 
[X] | each | not every 
[ADVP] | back | not there 
[S] | not | we are now 
[X] | lf | not unless 
[NP] | not | your problem 
[NP] | non | not one 
[S] | not | we ca n't 
[ADJP] | major | not insignificant 
[ADJP] | smelly | not good 
[X] | could | not been able 
[X] | not | 's nothing 
[X] | not | is not able 
[ADJP] | unabated | not modified 
[X] | not | is less 
[X] | denied | not do 
[X] | not | never before 
[NP] | not | no money 
[X] | not | it wo 
[X] | everything | not rest 
[X] | not | it ca n't 
[X] | not | oh , really 
[ADVP] | sure | not so 
[VP] | not | do n't shoot 
[X] | not | do n't shoot 
[ADJP] | sore | not good 
[ADVP] | not | no less 
[X] | not | no less 
[NP] | neither | not a thing 
[ADJP] | wasteful | not effective 
[NP] | scratch | not a thing 
[S] | not | to go 
[X] | not | here in 
[ADVP] | no. | not simply 
[X] | not | , dear 
[ADJP] | least | not only 
[X] | not | unlikely to 
[ADVP] | little | not easily 
[X] | no | not , however , 
[ADJP] | untrue | not , grandpa 
[ADVP] | somewhat | not much 
[NP] | somewhat | not much 
[X] | not | n't here 
[X] | two | not the same 
[ADJP] | moot | not useful 
[ADJP] | impossible | not more 
[X] | not | -lrb- ngos 
[X] | not | minimum of 
[ADJP] | pointless | not appropriate 
[ADJP] | admissible | not receivable 
[X] | not | step in 
[X] | can | not able to 
[ADJP] | iilegal | not permissible 
[ADJP] | unhappy | not right 
[ADJP] | unable | not practicable 
[X] | none | not at all 
[X] | not | it right 
[X] | not | addition to 
[ADJP] | awful | not good 
[ADVP] | poorly | not enough 
[X] | not | the wrong 
[VP] | not | do n't think so 
[X] | just | not till 
[X] | not | know i 
[ADJP] | fraudulent | not correct 
[ADJP] | insignificant | not large 
[X] | for | not only for 
[ADJP] | empty | not allocated 
[ADJP] | unacceptable | not possible 
[ADJP] | disgraceful | not permissible 
[X] | not | , save 
[NP] | not | no. 19 
[X] | not | was less 
[ADVP] | below | not so 
[ADVP] | unavoidably | not surprisingly 
[ADJP] | minimal | not long 
[NP] | minimal | not long 
[X] | not | n't look 
[ADVP] | alone | not just 
[X] | application | not request 
[X] | not | of any kind 
[X] | not | not use 
[X] | not | could only 
[ADJP] | bogus | not right 
[S] | right | not to 
[ADVP] | still | not too much 
[X] | not | guess i 
[ADVP] | nope | not now 
[X] | no | not the case 
[X] | not | but it 's not 
[ADVP] | sparsely | not long 
[ADJP] | complicated | not easy 
[X] | not | not subject 
[NP] | not | no. 169 
[X] | not | no. 169 
[ADJP] | redundant | not relevant 
[NP] | no. | not all 
[ADVP] | really | not exactly 
[INTJ] | not | - yes 
[X] | not | - yes 
[X] | delete | not having 
[ADVP] | hardly | not yet 
[ADVP] | beyond | not merely 
[ADVP] | previously | not so long ago 
[S] | complete | not completed 
[X] | not | , you ca 
[ADVP] | actually | not exactly 
[ADJP] | same | not least 
[ADVP] | otherwise | not only 
[ADVP] | sparingly | not often 
[ADVP] | plus | not anymore 
[ADJP] | hopeless | not feasible 
[X] | not | except the 
[INTJ] | not | - well 
[X] | not | - well 
[ADVP] | little | not readily 
[ADVP] | not | no further 
[X] | not | no further 
[ADJP] | scant | not many 
[ADVP] | appropriately | not surprisingly 
[ADVP] | barely | not exactly 
[TOP] | nope | not . 
[X] | not | decided not 
[X] | not | makes no 
[S] | huh | not to 
[ADJP] | crazy | not true 
[X] | not | only the 
[ADJP] | misguided | not correct 
[ADVP] | inevitably | not necessarily 
[X] | not | still no 
[X] | not | refusing to 
[X] | not | yes , i am 
[NP] | scarcity | not enough 
[X] | not | of steps 
[ADJP] | bizarre | not right 
[ADVP] | hard | not adequately 
[ADJP] | hard | not good 
[ADJP] | unsuccessful | not effective 
[ADVP] | too | not even 
[ADJP] | unclear | not safe 
[ADVP] | hardly | not too adequate 
[X] | not | of only 
[ADJP] | difficult | not hard 
[ADVP] | unevenly | not well 
[X] | application | not know 
[ADVP] | nowhere | not too far 
[X] | not | have nothing to 
[ADJP] | sane | not unreasonable 
[ADJP] | low | not well 
[X] | ter | not lose 
[ADVP] | plus | not longer 
[VP] | not | let go 
[X] | not | let go 
[X] | not | it only 
[VP] | not | 're kidding 
[ADJP] | underdeveloped | not sufficient 
[X] | state | not true 
[ADJP] | obligatory | not valid 
[ADJP] | bad | not true 
[ADVP] | away | not too far 
[X] | less | not even a 
[VP] | not | 's not true 
[X] | t | not have 
[ADJP] | sure | not safe 
[ADJP] | feasible | not practical 
[ADJP] | unwarranted | not appropriate 
[X] | not | done in the 
[X] | law | not qualify 
[X] | not | not available 
[NP] | impossibility | not a chance 
[ADVP] | newly | not too long ago 
[ADVP] | there | not less 
[X] | just | not fair 
[X] | application | not apply 
[ADJP] | choosy | not easy 
[ADJP] | harmless | not serious 
[ADVP] | non | not so 
[ADJP] | insane | not possible 
[ADJP] | rational | not unreasonable 
[X] | not | ceases to 
[X] | among | not only between 
[X] | not | beyond the 
[X] | not | , you know 
[X] | not | very least 
[ADVP] | hardly | not so 
[X] | not | i 'il tell you 
[X] | if | not everyone 
[X] | not | i 'm tired 
[X] | not | , boy 
[X] | not | never mind 
[ADVP] | least | not just 
[X] | not | no , i 'm 
[ADVP] | commonly | not often 
[ADVP] | not | very little 
[ADJP] | special | not least 
[X] | not | , remember 
[FRAG] | over | not anymore 
[X] | over | not anymore 
[ADJP] | small | not long 
[ADVP] | incompletely | not fully 
[ADVP] | certainly | not only 
[ADVP] | non | not yet 
[VP] | not | say no 
[X] | not | say no 
[ADJP] | counterfeit | not right 
[X] | not | of the lack of 
